,Crash Number,Crash Date,Crash Severity,Ambient Light
9446,3201955,5/22/2012,Non-fatal injury,Dark - lighted roadway
9447,3202333,7/18/2012,Non-fatal injury,Dark - lighted roadway
9448,3211355,5/22/2012,Non-fatal injury,Daylight
9449,3211356,5/29/2012,Non-fatal injury,Daylight
9450,3211358,5/25/2012,Property damage only (none injured),Daylight
9451,3211362,5/30/2012,Non-fatal injury,Daylight
9452,3211364,6/3/2012,Non-fatal injury,Daylight
9453,3211367,6/1/2012,Non-fatal injury,Daylight
9454,3211369,6/1/2012,Non-fatal injury,Dark - lighted roadway
9455,3211373,6/2/2012,Property damage only (none injured),Daylight
9456,3211398,6/1/2012,Property damage only (none injured),Daylight
9457,3211399,6/2/2012,Unknown,Daylight
9458,3214234,7/8/2012,Property damage only (none injured),Daylight
9459,3215231,5/4/2012,Unknown,Dark - lighted roadway
9460,3215914,6/3/2012,Property damage only (none injured),Daylight
9461,3216282,7/16/2012,Non-fatal injury,Daylight
9462,3217440,7/22/2012,Not Reported,Daylight
9463,3219731,6/5/2012,Non-fatal injury,Daylight
9464,3219732,6/5/2012,Property damage only (none injured),Daylight
9465,3219733,6/6/2012,Property damage only (none injured),Daylight
9466,3219830,6/9/2012,Property damage only (none injured),Daylight
9467,3219832,6/10/2012,Property damage only (none injured),Daylight
9468,3221919,7/30/2012,Property damage only (none injured),Daylight
9469,3224296,7/31/2012,Non-fatal injury,Daylight
9470,3224330,7/24/2012,Property damage only (none injured),Daylight
9471,3227330,8/5/2012,Non-fatal injury,Dark - lighted roadway
9472,3227557,5/30/2012,Non-fatal injury,Daylight
9473,3229291,6/25/2012,Property damage only (none injured),Dark - lighted roadway
9474,3229549,7/19/2012,Non-fatal injury,Daylight
9475,3229836,8/7/2012,Property damage only (none injured),Dark - lighted roadway
9476,3233033,6/4/2012,Property damage only (none injured),Dark - roadway not lighted
9477,3233036,6/7/2012,Non-fatal injury,Daylight
9478,3234330,6/9/2012,Property damage only (none injured),Daylight
9479,3235245,8/8/2012,Non-fatal injury,Daylight
9480,3236235,6/4/2012,Property damage only (none injured),Daylight
9481,3236534,8/3/2012,Unknown,Daylight
9482,3241261,8/7/2012,Non-fatal injury,Daylight
9483,3241263,8/10/2012,Property damage only (none injured),Daylight
9484,3241275,8/2/2012,Property damage only (none injured),Daylight
9485,3242204,6/1/2012,Property damage only (none injured),Dark - lighted roadway
9486,3242212,6/14/2012,Non-fatal injury,Dusk
9487,3242214,6/14/2012,Not Reported,Daylight
9488,3242216,6/18/2012,Property damage only (none injured),Daylight
9489,3242225,6/17/2012,Property damage only (none injured),Daylight
9490,3242414,8/17/2012,Property damage only (none injured),Daylight
9491,3242415,8/18/2012,Property damage only (none injured),Daylight
9492,3243283,8/1/2012,Property damage only (none injured),Daylight
9493,3243531,8/16/2012,Property damage only (none injured),Daylight
9494,3244482,8/21/2012,Non-fatal injury,Dark - lighted roadway
9495,3244484,8/22/2012,Property damage only (none injured),Daylight
9496,3244663,6/19/2012,Property damage only (none injured),Daylight
9497,3244666,6/23/2012,Non-fatal injury,Dark - lighted roadway
9498,3244681,6/17/2012,Non-fatal injury,Daylight
9499,3244683,6/23/2012,Non-fatal injury,Daylight
9500,3244686,6/23/2012,Unknown,Daylight
9501,3245166,7/2/2012,Unknown,Daylight
9502,3245168,6/21/2012,Non-fatal injury,Daylight
9503,3245170,6/28/2012,Non-fatal injury,Daylight
9504,3245171,6/28/2012,Property damage only (none injured),Daylight
9505,3245174,6/29/2012,Non-fatal injury,Daylight
9506,3245176,6/30/2012,Property damage only (none injured),Daylight
9507,3245827,8/18/2012,Property damage only (none injured),Dark - lighted roadway
9508,3246329,8/26/2012,Unknown,Daylight
9509,3246610,8/17/2012,Non-fatal injury,Dark - roadway not lighted
9510,3246612,8/22/2012,Non-fatal injury,Daylight
9511,3247859,7/7/2012,Non-fatal injury,Dark - lighted roadway
9512,3247925,7/6/2012,Unknown,Daylight
9513,3247926,7/6/2012,Non-fatal injury,Daylight
9514,3247927,7/2/2012,Non-fatal injury,Daylight
9515,3247928,7/2/2012,Property damage only (none injured),Daylight
9516,3249452,7/14/2012,Not Reported,Daylight
9517,3250384,9/3/2012,Property damage only (none injured),Dark - lighted roadway
9518,3250385,9/4/2012,Property damage only (none injured),Daylight
9519,3250943,8/28/2012,Property damage only (none injured),Daylight
9520,3251133,7/19/2012,Property damage only (none injured),Daylight
9521,3252797,7/31/2012,Non-fatal injury,Daylight
9522,3252809,7/30/2012,Non-fatal injury,Dark - lighted roadway
9523,3252810,8/3/2012,Non-fatal injury,Daylight
9524,3252816,8/5/2012,Non-fatal injury,Daylight
9525,3252817,8/4/2012,Property damage only (none injured),Daylight
9526,3252894,9/14/2012,Non-fatal injury,Dark - roadway not lighted
9527,3253296,9/10/2012,Property damage only (none injured),Dusk
9528,3253297,9/13/2012,Non-fatal injury,Daylight
9529,3254579,9/3/2012,Property damage only (none injured),Dark - lighted roadway
9530,3263546,8/16/2012,Non-fatal injury,Daylight
9531,3263554,8/26/2012,Non-fatal injury,Dark - lighted roadway
9532,3263556,8/21/2012,Property damage only (none injured),Daylight
9533,3263559,8/24/2012,Not Reported,Dark - lighted roadway
9534,3263560,8/23/2012,Property damage only (none injured),Dark - lighted roadway
9535,3263578,7/16/2012,Non-fatal injury,Dark - lighted roadway
9536,3263579,7/25/2012,Non-fatal injury,Daylight
9537,3263580,7/25/2012,Not Reported,Daylight
9538,3264697,8/10/2012,Property damage only (none injured),Daylight
9539,3264970,9/17/2012,Property damage only (none injured),Daylight
9540,3265315,9/22/2012,Property damage only (none injured),Daylight
9541,3265317,9/28/2012,Non-fatal injury,Dark - lighted roadway
9542,3266155,9/26/2012,Non-fatal injury,Dark - lighted roadway
9543,3266741,8/9/2012,Non-fatal injury,Daylight
9544,3266743,8/10/2012,Non-fatal injury,Dusk
9545,3267634,9/28/2012,Property damage only (none injured),Dark - lighted roadway
9546,3267635,9/29/2012,Property damage only (none injured),Daylight
9547,3269330,8/13/2012,Non-fatal injury,Daylight
9548,3269331,8/14/2012,Property damage only (none injured),Daylight
9549,3269332,8/14/2012,Non-fatal injury,Daylight
9550,3269730,8/15/2012,Property damage only (none injured),Daylight
9551,3269732,8/17/2012,Non-fatal injury,Daylight
9552,3269733,8/17/2012,Non-fatal injury,Dark - lighted roadway
9553,3269734,8/18/2012,Non-fatal injury,Dark - lighted roadway
9554,3271002,10/5/2012,Property damage only (none injured),Dark - roadway not lighted
9555,3274583,8/27/2012,Property damage only (none injured),Daylight
9556,3274622,9/3/2012,Not Reported,Dark - roadway not lighted
9557,3274627,8/30/2012,Property damage only (none injured),Daylight
9558,3274731,8/30/2012,Non-fatal injury,Daylight
9559,3274737,9/2/2012,Non-fatal injury,Dark - lighted roadway
9560,3274739,8/28/2012,Not Reported,Daylight
9561,3274747,9/1/2012,Non-fatal injury,Dark - lighted roadway
9562,3274749,9/1/2012,Non-fatal injury,Daylight
9563,3274781,9/30/2012,Property damage only (none injured),Dark - lighted roadway
9564,3275375,8/27/2012,Property damage only (none injured),Dark - lighted roadway
9565,3275378,8/28/2012,Non-fatal injury,Dark - lighted roadway
9566,3275379,9/3/2012,Non-fatal injury,Dark - lighted roadway
9567,3275380,9/2/2012,Not Reported,Dark - lighted roadway
9568,3275891,10/13/2012,Non-fatal injury,Dark - lighted roadway
9569,3276342,9/6/2012,Non-fatal injury,Daylight
9570,3276343,8/8/2012,Property damage only (none injured),Daylight
9571,3276344,9/7/2012,Property damage only (none injured),Daylight
9572,3276350,9/4/2012,Property damage only (none injured),Daylight
9573,3276356,9/4/2012,Unknown,Daylight
9574,3280912,9/10/2012,Property damage only (none injured),Dark - lighted roadway
9575,3280914,9/5/2012,Property damage only (none injured),Daylight
9576,3280915,9/7/2012,Property damage only (none injured),Dark - roadway not lighted
9577,3280916,9/15/2012,Non-fatal injury,Dark - roadway not lighted
9578,3280920,9/15/2012,Non-fatal injury,Daylight
9579,3280921,9/14/2012,Non-fatal injury,Daylight
9580,3282339,10/21/2012,Non-fatal injury,Dark - lighted roadway
9581,3283689,10/24/2012,Non-fatal injury,Daylight
9582,3284825,10/22/2012,Property damage only (none injured),Daylight
9583,3285090,11/13/2011,Non-fatal injury,Dark - lighted roadway
9584,3285167,8/11/2012,Property damage only (none injured),Daylight
9585,3285168,10/20/2012,Property damage only (none injured),Dark - lighted roadway
9586,3285535,9/17/2012,Property damage only (none injured),Dark - lighted roadway
9587,3285536,9/17/2012,Non-fatal injury,Dark - lighted roadway
9588,3285537,9/17/2012,Property damage only (none injured),Daylight
9589,3285538,9/20/2012,Non-fatal injury,Daylight
9590,3285760,10/26/2012,Property damage only (none injured),Daylight
9591,3286148,9/4/2012,Property damage only (none injured),Daylight
9592,3286149,10/26/2012,Property damage only (none injured),Dark - lighted roadway
9593,3287461,11/1/2012,Not Reported,Daylight
9594,3287475,9/22/2012,Unknown,Dark - lighted roadway
9595,3287476,9/21/2012,Property damage only (none injured),Daylight
9596,3287530,9/24/2012,Non-fatal injury,Daylight
9597,3287531,9/24/2012,Non-fatal injury,Daylight
9598,3287532,9/24/2012,Property damage only (none injured),Daylight
9599,3287533,9/22/2012,Non-fatal injury,Daylight
9600,3287534,9/27/2012,Non-fatal injury,Dark - lighted roadway
9601,3288062,10/26/2012,Non-fatal injury,Dark - lighted roadway
9602,3289597,9/30/2012,Non-fatal injury,Dark - lighted roadway
9603,3289601,9/28/2012,Unknown,Dark - lighted roadway
9604,3289603,9/28/2012,Non-fatal injury,Daylight
9605,3289609,9/28/2012,Property damage only (none injured),Dark - lighted roadway
9606,3289612,9/28/2012,Property damage only (none injured),Daylight
9607,3289627,10/1/2012,Non-fatal injury,Daylight
9608,3289628,10/2/2012,Property damage only (none injured),Daylight
9609,3289629,10/2/2012,Non-fatal injury,Dark - lighted roadway
9610,3289730,9/30/2012,Non-fatal injury,Dark - lighted roadway
9611,3289731,10/6/2012,Unknown,Dark - lighted roadway
9612,3289732,10/9/2012,Property damage only (none injured),Daylight
9613,3289733,10/6/2012,Non-fatal injury,Dark - lighted roadway
9614,3290447,11/9/2012,Not Reported,Dark - lighted roadway
9615,3291142,11/6/2012,Non-fatal injury,Daylight
9616,3291145,11/7/2012,Property damage only (none injured),Dark - lighted roadway
9617,3291170,11/9/2012,Non-fatal injury,Daylight
9618,3291171,11/11/2012,Property damage only (none injured),Daylight
9619,3291180,11/15/2012,Non-fatal injury,Dark - roadway not lighted
9620,3291961,11/10/2012,Property damage only (none injured),Daylight
9621,3293157,11/20/2012,Non-fatal injury,Dark - roadway not lighted
9622,3293337,10/18/2012,Unknown,Daylight
9623,3293341,10/19/2012,Property damage only (none injured),Daylight
9624,3293343,10/21/2012,Not Reported,Dark - lighted roadway
9625,3293348,11/14/2012,Non-fatal injury,Daylight
9626,3293920,11/22/2012,Non-fatal injury,Dark - lighted roadway
9627,3294092,10/21/2012,Non-fatal injury,Dark - lighted roadway
9628,3294095,10/21/2012,Non-fatal injury,Dark - lighted roadway
9629,3295000,10/5/2012,Non-fatal injury,Dark - lighted roadway
9630,3295149,11/22/2012,Property damage only (none injured),Dark - lighted roadway
9631,3295405,10/17/2012,Property damage only (none injured),Dark - lighted roadway
9632,3295406,10/18/2012,Non-fatal injury,Daylight
9633,3295886,11/26/2012,Not Reported,Dark - lighted roadway
9634,3297237,11/4/2012,Property damage only (none injured),Daylight
9635,3297238,11/2/2012,Property damage only (none injured),Dark - lighted roadway
9636,3297239,10/19/2012,Non-fatal injury,Dark - lighted roadway
9637,3298535,12/4/2012,Property damage only (none injured),Daylight
9638,3299075,11/1/2012,Property damage only (none injured),Daylight
9639,3300332,9/27/2012,Non-fatal injury,Daylight
9640,3302143,11/29/2012,Property damage only (none injured),Daylight
9641,3304137,12/3/2012,Property damage only (none injured),Daylight
9642,3304138,12/7/2012,Non-fatal injury,Daylight
9643,3306732,10/9/2012,Property damage only (none injured),Daylight
9644,3306741,10/10/2012,Non-fatal injury,Dark - lighted roadway
9645,3307036,10/14/2012,Non-fatal injury,Daylight
9646,3307038,10/11/2012,Property damage only (none injured),Daylight
9647,3307040,10/12/2012,Non-fatal injury,Daylight
9648,3309362,12/16/2012,Property damage only (none injured),Dark - lighted roadway
9649,3319436,12/10/2012,Non-fatal injury,Dusk
9650,3319530,12/14/2012,Unknown,Daylight
9651,3321346,12/18/2012,Property damage only (none injured),Dark - roadway not lighted
9652,3321449,12/21/2012,Non-fatal injury,Dark - lighted roadway
9653,3322337,10/27/2012,Non-fatal injury,Daylight
9654,3322347,10/28/2012,Property damage only (none injured),Daylight
9655,3322523,10/28/2012,Property damage only (none injured),Dark - lighted roadway
9656,3322578,10/27/2012,Non-fatal injury,Daylight
9657,3322579,10/26/2012,Property damage only (none injured),Dawn
9658,3322772,12/22/2012,Non-fatal injury,Dark - lighted roadway
9659,3322774,12/20/2012,Non-fatal injury,Dark - lighted roadway
9660,3322776,12/20/2012,Property damage only (none injured),Daylight
9661,3322777,12/17/2012,Non-fatal injury,Dark - lighted roadway
9662,3322778,12/20/2012,Property damage only (none injured),Daylight
9663,3322779,12/17/2012,Property damage only (none injured),Daylight
9664,3322781,12/17/2012,Unknown,Daylight
9665,3322784,12/20/2012,Property damage only (none injured),Daylight
9666,3322795,12/11/2012,Property damage only (none injured),Daylight
9667,3322796,12/17/2012,Not Reported,Dark - lighted roadway
9668,3323085,11/17/2012,Property damage only (none injured),Dark - lighted roadway
9669,3323101,12/21/2012,Property damage only (none injured),Dark - roadway not lighted
9670,3323262,12/14/2012,Property damage only (none injured),Daylight
9671,3323312,11/21/2012,Not Reported,Daylight
9672,3323315,11/20/2012,Non-fatal injury,Dawn
9673,3323316,11/19/2012,Property damage only (none injured),Dark - lighted roadway
9674,3323317,11/19/2012,Property damage only (none injured),Dusk
9675,3323318,11/25/2012,Property damage only (none injured),Dark - lighted roadway
9676,3323319,11/25/2012,Property damage only (none injured),Dark - lighted roadway
9677,3323320,11/24/2012,Property damage only (none injured),Dark - lighted roadway
9678,3324577,12/29/2012,Property damage only (none injured),Dark - lighted roadway
9679,3324680,12/26/2012,Property damage only (none injured),Dark - lighted roadway
9680,3325691,12/31/2012,Property damage only (none injured),Dark - lighted roadway
9681,3328408,12/31/2012,Property damage only (none injured),Daylight
9682,3330251,1/5/2013,Property damage only (none injured),Daylight
9683,3331233,10/3/2012,Property damage only (none injured),Not reported
9684,3333951,12/1/2012,Non-fatal injury,Daylight
9685,3333954,12/2/2012,Not Reported,Dark - lighted roadway
9686,3333957,11/30/2012,Property damage only (none injured),Daylight
9687,3333960,11/29/2012,Non-fatal injury,Daylight
9688,3333963,12/1/2012,Property damage only (none injured),Daylight
9689,3333973,11/30/2012,Property damage only (none injured),Dark - lighted roadway
9690,3333974,11/29/2012,Non-fatal injury,Daylight
9691,3333975,11/26/2012,Non-fatal injury,Daylight
9692,3333976,11/26/2012,Not Reported,Daylight
9693,3333978,11/27/2012,Non-fatal injury,Daylight
9694,3333979,11/27/2012,Property damage only (none injured),Dark - lighted roadway
9695,3334011,12/30/2012,Property damage only (none injured),Daylight
9696,3336839,12/29/2012,Property damage only (none injured),Dark - lighted roadway
9697,3341797,1/2/2013,Property damage only (none injured),Daylight
9698,3343248,1/16/2013,Non-fatal injury,Daylight
9699,3343361,1/16/2013,Non-fatal injury,Daylight
9700,3346603,1/6/2013,Property damage only (none injured),Dark - lighted roadway
9701,3346844,1/17/2013,Non-fatal injury,Daylight
9702,3346989,11/16/2012,Non-fatal injury,Dark - lighted roadway
9703,3346997,11/16/2012,Non-fatal injury,Dark - lighted roadway
9704,3346998,11/17/2012,Property damage only (none injured),Daylight
9705,3347014,11/15/2012,Non-fatal injury,Dark - lighted roadway
9706,3347017,11/17/2012,Non-fatal injury,Dark - lighted roadway
9707,3348603,1/25/2013,Non-fatal injury,Dark - lighted roadway
9708,3348875,1/25/2013,Non-fatal injury,Dark - lighted roadway
9709,3349283,12/3/2012,Non-fatal injury,Daylight
9710,3349285,12/5/2012,Non-fatal injury,Dark - unknown roadway lighting
9711,3349287,12/5/2012,Non-fatal injury,Dawn
9712,3349289,12/4/2012,Not Reported,Daylight
9713,3349290,12/6/2012,Non-fatal injury,Daylight
9714,3349292,12/6/2012,Property damage only (none injured),Daylight
9715,3349294,12/8/2012,Property damage only (none injured),Dusk
9716,3349295,12/8/2012,Non-fatal injury,Daylight
9717,3349296,12/7/2012,Property damage only (none injured),Dark - lighted roadway
9718,3349338,10/23/2012,Property damage only (none injured),Daylight
9719,3349345,10/28/2012,Non-fatal injury,Dark - lighted roadway
9720,3353536,12/28/2012,Non-fatal injury,Dark - lighted roadway
9721,3353537,12/28/2012,Non-fatal injury,Daylight
9722,3353538,12/31/2012,Property damage only (none injured),Daylight
9723,3353583,12/28/2012,Non-fatal injury,Daylight
9724,3356230,2/19/2013,Property damage only (none injured),Dark - lighted roadway
9725,3359350,10/10/2012,Property damage only (none injured),Dark - lighted roadway
9726,3359728,1/31/2013,Property damage only (none injured),Daylight
9727,3359831,2/10/2013,Property damage only (none injured),Dark - lighted roadway
9728,3361202,2/8/2013,Property damage only (none injured),Daylight
9729,3361731,2/20/2013,Property damage only (none injured),Daylight
9730,3362165,2/22/2013,Property damage only (none injured),Dark - roadway not lighted
9731,3363122,2/25/2013,Property damage only (none injured),Daylight
9732,3367924,3/3/2013,Property damage only (none injured),Dark - lighted roadway
9733,3368023,3/2/2013,Non-fatal injury,Daylight
9734,3368356,1/15/2013,Non-fatal injury,Daylight
9735,3368358,1/16/2013,Property damage only (none injured),Daylight
9736,3368360,1/16/2013,Not Reported,Daylight
9737,3368371,1/19/2013,Property damage only (none injured),Daylight
9738,3368383,1/18/2013,Property damage only (none injured),Daylight
9739,3368384,1/19/2013,Non-fatal injury,Daylight
9740,3368385,1/18/2013,Property damage only (none injured),Daylight
9741,3368394,1/20/2013,Non-fatal injury,Dark - lighted roadway
9742,3368396,1/17/2013,Property damage only (none injured),Daylight
9743,3368398,1/10/2013,Non-fatal injury,Dark - lighted roadway
9744,3368545,3/3/2013,Property damage only (none injured),Daylight
9745,3368547,3/13/2013,Non-fatal injury,Daylight
9746,3368851,1/29/2013,Non-fatal injury,Dark - lighted roadway
9747,3368852,1/29/2013,Property damage only (none injured),Dark - roadway not lighted
9748,3368853,1/29/2013,Property damage only (none injured),Daylight
9749,3368854,2/1/2013,Property damage only (none injured),Daylight
9750,3368949,2/18/2013,Non-fatal injury,Dark - unknown roadway lighting
9751,3369065,3/12/2013,Non-fatal injury,Daylight
9752,3369871,3/11/2013,Non-fatal injury,Daylight
9753,3370527,1/14/2013,Unknown,Daylight
9754,3370528,1/24/2013,Non-fatal injury,Daylight
9755,3370542,1/27/2013,Property damage only (none injured),Dark - lighted roadway
9756,3370548,1/27/2013,Not Reported,Daylight
9757,3370552,1/26/2013,Property damage only (none injured),Daylight
9758,3370553,1/23/2013,Non-fatal injury,Dark - lighted roadway
9759,3370576,1/24/2013,Property damage only (none injured),Dark - lighted roadway
9760,3370578,1/23/2013,Property damage only (none injured),Daylight
9761,3370605,1/28/2013,Property damage only (none injured),Dark - lighted roadway
9762,3370757,1/2/2013,Non-fatal injury,Dark - lighted roadway
9763,3370759,1/3/2013,Non-fatal injury,Daylight
9764,3370766,1/4/2013,Property damage only (none injured),Daylight
9765,3370769,1/7/2013,Non-fatal injury,Dusk
9766,3370783,1/9/2013,Non-fatal injury,Daylight
9767,3370784,1/9/2013,Property damage only (none injured),Dark - lighted roadway
9768,3370787,1/10/2013,Property damage only (none injured),Dark - lighted roadway
9769,3370791,1/12/2013,Property damage only (none injured),Daylight
9770,3370868,2/5/2013,Property damage only (none injured),Dark - lighted roadway
9771,3370873,2/8/2013,Property damage only (none injured),Daylight
9772,3370881,2/9/2013,Property damage only (none injured),Daylight
9773,3370883,2/10/2013,Property damage only (none injured),Dark - roadway not lighted
9774,3371123,1/12/2013,Unknown,Daylight
9775,3372323,2/1/2013,Non-fatal injury,Not reported
9776,3372529,8/15/2011,Non-fatal injury,Daylight
9777,3372530,8/17/2011,Non-fatal injury,Daylight
9778,3372589,8/13/2011,Non-fatal injury,Daylight
9779,3372590,8/16/2011,Not Reported,Daylight
9780,3372594,8/30/2011,Non-fatal injury,Daylight
9781,3372600,9/7/2011,Property damage only (none injured),Dark - lighted roadway
9782,3372605,9/24/2011,Property damage only (none injured),Dark - lighted roadway
9783,3372608,10/4/2011,Property damage only (none injured),Daylight
9784,3372610,10/6/2011,Non-fatal injury,Daylight
9785,3372612,10/12/2011,Property damage only (none injured),Daylight
9786,3372613,10/22/2011,Property damage only (none injured),Daylight
9787,3372619,11/14/2011,Non-fatal injury,Dark - lighted roadway
9788,3372623,11/23/2011,Property damage only (none injured),Dawn
9789,3372624,11/24/2011,Property damage only (none injured),Dark - lighted roadway
9790,3372626,12/2/2011,Non-fatal injury,Dark - lighted roadway
9791,3372627,12/13/2011,Non-fatal injury,Dark - lighted roadway
9792,3372631,8/30/2011,Non-fatal injury,Daylight
9793,3372634,9/13/2011,Property damage only (none injured),Daylight
9794,3372635,9/16/2011,Property damage only (none injured),Daylight
9795,3372636,9/17/2011,Non-fatal injury,Daylight
9796,3372637,9/21/2011,Property damage only (none injured),Daylight
9797,3372640,9/28/2011,Non-fatal injury,Dark - lighted roadway
9798,3372641,10/4/2011,Non-fatal injury,Daylight
9799,3372646,10/23/2011,Non-fatal injury,Daylight
9800,3372649,10/28/2011,Non-fatal injury,Dark - lighted roadway
9801,3372654,11/16/2011,Property damage only (none injured),Dark - lighted roadway
9802,3372659,12/26/2011,Fatal injury,Daylight
9803,3372660,12/26/2011,Property damage only (none injured),Daylight
9804,3372661,12/28/2011,Non-fatal injury,Daylight
9805,3372662,12/29/2011,Property damage only (none injured),Daylight
9806,3372984,3/22/2013,Non-fatal injury,Dark - lighted roadway
9807,3373287,8/29/2011,Property damage only (none injured),Daylight
9808,3373298,9/6/2011,Non-fatal injury,Dark - lighted roadway
9809,3373319,9/17/2011,Property damage only (none injured),Dark - roadway not lighted
9810,3373322,9/23/2011,Property damage only (none injured),Dark - lighted roadway
9811,3373324,9/24/2011,Property damage only (none injured),Dark - lighted roadway
9812,3373436,12/5/2011,Property damage only (none injured),Daylight
9813,3373438,12/23/2011,Non-fatal injury,Daylight
9814,3373439,12/31/2011,Property damage only (none injured),Daylight
9815,3373755,3/15/2013,Property damage only (none injured),Daylight
9816,3373756,3/21/2013,Property damage only (none injured),Daylight
9817,3373757,3/24/2013,Property damage only (none injured),Daylight
9818,3373842,3/15/2013,Property damage only (none injured),Daylight
9819,3374081,12/7/2012,Property damage only (none injured),Daylight
9820,3375195,3/14/2013,Property damage only (none injured),Dark - lighted roadway
9821,3375574,3/22/2013,Property damage only (none injured),Daylight
9822,3376384,2/4/2013,Non-fatal injury,Daylight
9823,3376386,2/4/2013,Property damage only (none injured),Daylight
9824,3376388,2/4/2013,Property damage only (none injured),Daylight
9825,3376548,3/25/2013,Property damage only (none injured),Daylight
9826,3376755,9/14/2012,Property damage only (none injured),Daylight
9827,3376757,9/26/2012,Property damage only (none injured),Daylight
9828,3376760,10/3/2012,Property damage only (none injured),Daylight
9829,3376761,10/7/2012,Property damage only (none injured),Dark - lighted roadway
9830,3376769,11/17/2012,Non-fatal injury,Dark - lighted roadway
9831,3376770,12/10/2012,Property damage only (none injured),Dark - lighted roadway
9832,3376771,12/11/2012,Property damage only (none injured),Daylight
9833,3376773,12/18/2012,Property damage only (none injured),Dark - lighted roadway
9834,3376774,12/27/2012,Property damage only (none injured),Daylight
9835,3376878,4/1/2012,Non-fatal injury,Daylight
9836,3376880,4/6/2012,Non-fatal injury,Daylight
9837,3376883,4/15/2012,Property damage only (none injured),Daylight
9838,3376884,4/18/2012,Property damage only (none injured),Dark - lighted roadway
9839,3376887,4/20/2012,Non-fatal injury,Dusk
9840,3376888,4/22/2012,Property damage only (none injured),Dark - lighted roadway
9841,3376889,4/22/2012,Property damage only (none injured),Daylight
9842,3376891,4/23/2012,Non-fatal injury,Daylight
9843,3376892,4/24/2012,Property damage only (none injured),Dark - lighted roadway
9844,3376893,4/25/2012,Property damage only (none injured),Daylight
9845,3376895,4/28/2012,Non-fatal injury,Daylight
9846,3376900,5/11/2012,Property damage only (none injured),Daylight
9847,3376901,5/12/2012,Property damage only (none injured),Dark - lighted roadway
9848,3376902,5/13/2012,Non-fatal injury,Daylight
9849,3376903,5/19/2012,Property damage only (none injured),Daylight
9850,3376905,5/27/2012,Non-fatal injury,Dark - lighted roadway
9851,3376907,6/3/2012,Non-fatal injury,Daylight
9852,3376908,6/4/2012,Property damage only (none injured),Daylight
9853,3376909,6/10/2012,Property damage only (none injured),Daylight
9854,3376910,6/17/2012,Property damage only (none injured),Dark - lighted roadway
9855,3376913,6/28/2012,Non-fatal injury,Daylight
9856,3376916,7/4/2012,Property damage only (none injured),Daylight
9857,3376918,7/6/2012,Non-fatal injury,Daylight
9858,3376920,7/7/2012,Property damage only (none injured),Daylight
9859,3376921,7/11/2012,Property damage only (none injured),Daylight
9860,3376923,7/13/2012,Property damage only (none injured),Daylight
9861,3376924,7/15/2012,Property damage only (none injured),Dark - lighted roadway
9862,3376925,7/15/2012,Property damage only (none injured),Dark - lighted roadway
9863,3376928,7/21/2012,Property damage only (none injured),Daylight
9864,3376929,7/22/2012,Non-fatal injury,Daylight
9865,3376933,7/25/2012,Property damage only (none injured),Dark - lighted roadway
9866,3376934,7/28/2012,Non-fatal injury,Daylight
9867,3376935,8/2/2012,Property damage only (none injured),Dark - lighted roadway
9868,3376936,8/3/2012,Property damage only (none injured),Daylight
9869,3376937,8/3/2012,Property damage only (none injured),Dark - unknown roadway lighting
9870,3376939,8/23/2012,Property damage only (none injured),Daylight
9871,3376941,9/1/2012,Property damage only (none injured),Daylight
9872,3376943,9/4/2012,Property damage only (none injured),Dark - lighted roadway
9873,3376944,9/5/2012,Property damage only (none injured),Daylight
9874,3376945,9/5/2012,Non-fatal injury,Daylight
9875,3376947,9/14/2012,Non-fatal injury,Daylight
9876,3376948,9/19/2012,Property damage only (none injured),Daylight
9877,3376951,10/2/2012,Property damage only (none injured),Daylight
9878,3376952,10/5/2012,Non-fatal injury,Daylight
9879,3376953,10/12/2012,Property damage only (none injured),Dark - lighted roadway
9880,3376954,10/20/2012,Non-fatal injury,Daylight
9881,3376956,11/3/2012,Non-fatal injury,Dark - lighted roadway
9882,3376958,11/11/2012,Property damage only (none injured),Dark - roadway not lighted
9883,3376959,11/18/2012,Non-fatal injury,Daylight
9884,3376961,12/10/2012,Property damage only (none injured),Daylight
9885,3376962,12/12/2012,Non-fatal injury,Dark - lighted roadway
9886,3376964,12/23/2012,Property damage only (none injured),Dark - lighted roadway
9887,3376965,12/26/2012,Property damage only (none injured),Dark - roadway not lighted
9888,3376966,12/28/2012,Property damage only (none injured),Daylight
9889,3377042,8/29/2012,Property damage only (none injured),Daylight
9890,3377512,3/2/2013,Property damage only (none injured),Dark - lighted roadway
9891,3379052,5/9/2012,Non-fatal injury,Dark - lighted roadway
9892,3379056,5/21/2012,Non-fatal injury,Dark - lighted roadway
9893,3379058,5/29/2012,Property damage only (none injured),Daylight
9894,3379063,6/4/2012,Property damage only (none injured),Daylight
9895,3379064,6/28/2012,Non-fatal injury,Daylight
9896,3379067,6/29/2012,Not Reported,Daylight
9897,3379068,7/17/2012,Property damage only (none injured),Daylight
9898,3379076,9/6/2012,Property damage only (none injured),Daylight
9899,3379077,9/13/2012,Property damage only (none injured),Dark - roadway not lighted
9900,3379079,9/15/2012,Non-fatal injury,Daylight
9901,3379082,10/8/2012,Non-fatal injury,Daylight
9902,3379083,10/12/2012,Non-fatal injury,Daylight
9903,3379086,10/22/2012,Non-fatal injury,Daylight
9904,3379089,11/2/2012,Property damage only (none injured),Daylight
